Serial no;Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event
16731;492;00:31:30.220000;Emily Chebet;KEN;18.02.1986;2.0;Melbourne;12.10.2011;Women;10,000 m
16732;493;00:31:30.230000;Madai Pérez;MEX;02.02.1980;6.0;Palo Alto;05.04.2008;Women;10,000 m
16733;494;00:31:30.310000;Jennifer Rhines;USA;01.07.1974;7.0;Palo Alto;05.04.2008;Women;10,000 m
16734;495;00:31:30.370000;Jennifer Rhines;USA;01.07.1974;3.0;Eugene;23.06.2011;Women;10,000 m
16735;496;00:31:30.530000;Lynn Jennings;USA;01.07.1960;5.0;Stuttgart;21.08.1993;Women;10,000 m
16736;497;00:31:30.580000;Yasemin Can;TUR;11.12.1996;1.0;Mersin;05.01.2016;Women;10,000 m
16737;498;00:31:30.600000;Lyudmila Biktasheva;RUS;25.07.1974;1.0;Tula;07.08.2001;Women;10,000 m
16738;498;00:31:30.600000;Maria Conceição Ferreira;POR;13.03.1962;6.0;Stuttgart;21.08.1993;Women;10,000 m
16739;500;00:31:30.710000;Derebe Alemu;ETH;05.06.1983;5.0;Utrecht;17.06.2005;Women;10,000 m
16740;501;00:31:30.740000;Fionualla McCormack;IRL;24.09.1984;4.0;Amsterdam;07.06.2016;Women;10,000 m
16741;502;00:31:30.820000;Kayoko Fukushi;JPN;25.03.1982;1.0;Tokyo;06.02.2005;Women;10,000 m
16742;503;00:31:30.830000;Lidiya Grigoryeva;RUS;21.01.1974;2.0;Tula;26.07.2000;Women;10,000 m
16743;504;00:31:30.860000;Evelyn Wambui;KEN;04.04.1986;2.0;Melbourne;21.03.2006;Women;10,000 m
16744;505;00:31:30.890000;Annette Peters;USA;31.05.1965;1.0;Philadelphia;24.04.1997;Women;10,000 m
16745;506;00:31:30.900000;Ana Dulce Félix;POR;23.10.1982;12.0;Berlin;15.08.2009;Women;10,000 m
16746;507;00:31:30.920000;Hikari Yoshimoto;JPN;02.08.1990;2.0;Kobe;25.04.2010;Women;10,000 m
16747;508;00:31:30.940000;Kayoko Fukushi;JPN;25.03.1982;1.0;Fukagawa;06.11.2008;Women;10,000 m
16748;509;00:31:31.010000;Doris Changeywo;KEN;12.12.1984;10.0;Ostrava;06.12.2008;Women;10,000 m
16749;510;00:31:31.080000;Dong Li;CHN;09.12.1973;2.0;Hiroshima;15.10.1994;Women;10,000 m
16750;511;00:31:31.120000;Junko Kataoka;JPN;13.06.1970;2.0;Mito;05.07.1995;Women;10,000 m
16751;511;00:31:31.120000;Zhang Yingning;CHN;04.01.1990;14.0;Beijing;15.08.2008;Women;10,000 m
16752;513;00:31:31.130000;Yoko Shibui;JPN;14.03.1979;15.0;Beijing;15.08.2008;Women;10,000 m
16753;514;00:31:31.140000;Wang Mingxia;CHN;06.06.1971;3.0;Nanjing;05.08.1996;Women;10,000 m
16754;515;00:31:31.180000;Edith Masai;KEN;04.04.1967;2.0;El Djezair;21.07.2007;Women;10,000 m
16755;516;00:31:31.370000;Ingrid Kristiansen;NOR;21.03.1956;2.0;Oslo;07.02.1988;Women;10,000 m
16756;517;00:31:31.540000;Wang Yongmei;CHN;03.10.1968;8.0;Beijing;09.08.1993;Women;10,000 m
16757;518;00:31:31.580000;Galina Bogomalova;RUS;15.10.1977;1.0;Tula;14.06.2006;Women;10,000 m
16758;519;00:31:31.640000;Xi Qiuhong;CHN;04.09.1984;5.0;Nanjing;17.10.2005;Women;10,000 m
16759;520;00:31:31.730000;Leah Malot;KEN;07.06.1972;1.0;Villeneuve d'Ascq;13.06.1999;Women;10,000 m
16760;521;00:31:31.850000;Masako Chiba;JPN;18.07.1976;1.0;Pusan;15.05.1997;Women;10,000 m
16761;522;00:31:31.870000;Elana Meyer;RSA;10.10.1966;2.0;Villeneuve d'Ascq;17.06.1995;Women;10,000 m
16762;522;00:31:31.870000;Lyudmila Biktasheva;RUS;25.07.1974;4.0;Tula;08.03.2003;Women;10,000 m
16763;522;00:31:31.870000;Dong Xiaoqin;CHN;02.01.1983;8.0;Palo Alto;05.04.2008;Women;10,000 m
16764;525;00:31:31.920000;Lineth Chepkurui;KEN;23.02.1988;3.0;Birmingham;07.11.2009;Women;10,000 m
16765;526;00:31:31.950000;Yurika Nakamura;JPN;01.04.1986;3.0;Kobe;27.04.2008;Women;10,000 m
16766;527;00:31:31.960000;Elana Meyer;RSA;10.10.1966;5.0;Göteborg;08.09.1995;Women;10,000 m
16767;528;00:31:31.970000;Susan Krumins;NED;08.07.1986;1.0;Palo Alto;05.02.2015;Women;10,000 m
16768;529;00:31:32.020000;Restituta Joseph;TAN;30.07.1971;2.0;Villeneuve d'Ascq;13.06.1999;Women;10,000 m
16769;530;00:31:32.040000;Susan Chepkemei;KEN;25.06.1975;2.0;Manchester;30.07.2002;Women;10,000 m
16770;531;00:31:32.060000;Merima Hashim;ETH;01.01.1981;6.0;Sevilla;26.08.1999;Women;10,000 m
16771;532;00:31:32.090000;Kayoko Fukushi;JPN;25.03.1982;1.0;Tottori;06.04.2004;Women;10,000 m
16772;533;00:31:32.100000;Miwako Yamanaka;JPN;24.05.1978;4.0;Okayama;27.09.2003;Women;10,000 m
16773;534;00:31:32.110000;Maria Conceição Ferreira;POR;13.03.1962;1.0;Braga;04.09.1994;Women;10,000 m
16774;535;00:31:32.150000;Feng Wenhui;CHN;19.07.1972;9.0;Beijing;09.08.1993;Women;10,000 m
16775;536;00:31:32.170000;Katie McGregor;USA;02.09.1977;5.0;Helsinki;26.07.2006;Women;10,000 m
16776;537;00:31:32.190000;Shalane Flanagan;USA;07.08.1981;13.0;Berlin;15.08.2009;Women;10,000 m
16777;538;00:31:32.200000;Susie Power;AUS;26.03.1975;3.0;Manchester;30.07.2002;Women;10,000 m
16778;539;00:31:32.220000;Joanne Pavey;GBR;20.09.1973;2.0;Bilbao;06.03.2012;Women;10,000 m
16779;540;00:31:32.230000;Wang Xiuting;CHN;16.02.1965;10.0;Beijing;09.08.1993;Women;10,000 m
16780;541;00:31:32.240000;Inga Abitova;RUS;06.03.1982;2.0;Tula;14.06.2006;Women;10,000 m
16781;542;00:31:32.250000;Derartu Tulu;ETH;21.03.1972;1.0;Belle vue Mauricia;27.06.1992;Women;10,000 m
16782;543;00:31:32.270000;Harumi Hiroyama;JPN;02.09.1968;5.0;Okayama;27.09.2003;Women;10,000 m
16783;544;00:31:32.280000;Fernanda Ribeiro;POR;23.06.1969;2.0;Gateshead;27.06.2004;Women;10,000 m
16784;545;00:31:32.420000;Fernanda Ribeiro;POR;23.06.1969;2.0;Budapest;19.08.1998;Women;10,000 m
16785;546;00:31:32.430000;Susan Krumins;NED;08.07.1986;14.0;Rio de Janeiro;08.12.2016;Women;10,000 m
16786;547;00:31:32.490000;Bai Xue;CHN;13.12.1988;4.0;Wuhan;11.02.2007;Women;10,000 m
16787;548;00:31:32.500000;Wang Yanfang;CHN;10.07.1971;11.0;Beijing;09.08.1993;Women;10,000 m
16788;549;00:31:32.510000;Berhane Adere;ETH;21.07.1973;7.0;Sevilla;26.08.1999;Women;10,000 m
16789;550;00:31:32.520000;Lucy Kabuu;KEN;24.03.1984;1.0;Shizuoka;30.04.2007;Women;10,000 m
16790;551;00:31:32.530000;Emily Sisson;USA;12.10.1991;4.0;Palo Alto;05.05.2017;Women;10,000 m
16791;552;00:31:32.630000;Merima Denboba;ETH;21.08.1974;3.0;Villeneuve d'Ascq;13.06.1999;Women;10,000 m
16792;553;00:31:32.640000;Lidia Simon;ROU;04.09.1973;3.0;Budapest;19.08.1998;Women;10,000 m
16793;554;00:31:32.690000;Lucy Kabuu;KEN;24.03.1984;1.0;Shizuoka;05.03.2004;Women;10,000 m
16794;555;00:31:32.700000;Berhane Adere;ETH;21.07.1973;1.0;Villeneuve d'Ascq;17.06.2001;Women;10,000 m
16795;556;00:31:32.820000;Maria Conceição Ferreira;POR;13.03.1962;2.0;Helsinki;13.08.1994;Women;10,000 m
16796;557;00:31:32.920000;Sally Barsosio;KEN;21.03.1978;1.0;Athínai;08.05.1997;Women;10,000 m
16797;558;00:31:33.030000;Maria Albertina Dias;POR;26.04.1965;7.0;Stuttgart;21.08.1993;Women;10,000 m
16798;559;00:31:33.080000;Olivera Jevtic;SRB;24.07.1977;2.0;Tunis;09.12.2001;Women;10,000 m
16799;560;00:31:33.190000;Sonia O'Sullivan;IRL;28.11.1969;1.0;Manchester;16.06.2002;Women;10,000 m
16800;561;00:31:33.200000;Lucy Kabuu;KEN;24.03.1984;1.0;Kobe;22.04.2007;Women;10,000 m
16801;562;00:31:33.220000;Gotytom Gebreslase;ETH;15.01.1995;3.0;Dubai;23.04.2016;Women;10,000 m
16802;563;00:31:33.270000;Lidiya Grigoryeva;RUS;21.01.1974;3.0;Tula;14.06.2006;Women;10,000 m
16803;563;00:31:33.270000;Buze Diriba;ETH;09.02.1994;2.0;Palo Alto;05.02.2015;Women;10,000 m
16804;565;00:31:33.330000;Yuka Takashima;JPN;12.05.1988;5.0;Palo Alto;05.05.2017;Women;10,000 m
16805;566;00:31:33.390000;Emily Chebet;KEN;18.02.1986;3.0;Bambous;08.12.2006;Women;10,000 m
16806;567;00:31:33.420000;Ana Dulce Félix;POR;23.10.1982;2.0;Pontevedra;04.02.2011;Women;10,000 m
16807;568;00:31:33.440000;Joanne Pavey;GBR;20.09.1973;15.0;Rio de Janeiro;08.12.2016;Women;10,000 m
16808;569;00:31:33.460000;Elana Meyer;RSA;10.10.1966;1.0;Cape Town;22.12.1991;Women;10,000 m
16809;570;00:31:33.490000;Etalemahu Kidane;ETH;14.02.1983;2.0;Valkenswaard;26.06.2007;Women;10,000 m
16810;571;00:31:33.500000;Janet Bawcom;USA;22.08.1978;5.0;Palo Alto;29.04.2012;Women;10,000 m
16811;572;00:31:33.510000;Fernanda Ribeiro;POR;23.06.1969;2.0;Leiria;04.06.1996;Women;10,000 m
16812;573;00:31:33.580000;Lyudmila Biktasheva;RUS;25.07.1974;3.0;Tula;26.07.2000;Women;10,000 m
16813;574;00:31:33.690000;Masako Chiba;JPN;18.07.1976;4.0;Tokyo;10.05.1997;Women;10,000 m
16814;575;00:31:33.760000;Sally Chepyego;KEN;03.10.1985;1.0;Fukuoka;21.09.2012;Women;10,000 m
16815;576;00:31:33.820000;Katie McGregor;USA;02.09.1977;1.0;Carson;24.06.2005;Women;10,000 m
16816;577;00:31:33.920000;Kathrin Weßel;GER;14.08.1967;1.0;Barcelona;09.09.1989;Women;10,000 m
16817;578;00:31:34.010000;Megumi Oshima;JPN;04.09.1975;2.0;Tottori;06.04.2004;Women;10,000 m
16818;579;00:31:34.080000;Harumi Hiroyama;JPN;02.09.1968;3.0;Tottori;06.04.2004;Women;10,000 m
16819;580;00:31:34.150000;Mari Ozaki;JPN;16.07.1975;4.0;Kobe;24.04.2005;Women;10,000 m
16820;581;00:31:34.170000;Inês Monteiro;POR;18.05.1980;1.0;Ribeira Brava;06.06.2009;Women;10,000 m
16821;581;00:31:34.170000;Ana Dulce Félix;POR;23.10.1982;2.0;Huelva;04.11.2015;Women;10,000 m
16822;583;00:31:34.260000;Olivera Jevtic;SRB;24.07.1977;4.0;Budapest;19.08.1998;Women;10,000 m
16823;584;00:31:34.350000;Kayo Sugihara;JPN;24.02.1983;6.0;Palo Alto;05.01.2011;Women;10,000 m
16824;585;00:31:34.370000;Kate O'Neill;USA;29.07.1980;3.0;Palo Alto;30.04.2004;Women;10,000 m
16825;586;00:31:34.610000;Joanne Pavey;GBR;20.09.1973;5.0;Amsterdam;07.06.2016;Women;10,000 m
16826;587;00:31:34.790000;Harumi Hiroyama;JPN;02.09.1968;2.0;Tokyo;06.02.2005;Women;10,000 m
16827;588;00:31:34.810000;Shalane Flanagan;USA;07.08.1981;1.0;Eugene;27.06.2008;Women;10,000 m
16828;589;00:31:34.820000;Maria Conceição Ferreira;POR;13.03.1962;1.0;Rotterdam;06.12.1993;Women;10,000 m
16829;590;00:31:34.830000;Shalane Flanagan;USA;07.08.1981;8.0;Moskva;08.11.2013;Women;10,000 m
16830;591;00:31:34.840000;Berhane Adere;ETH;21.07.1973;4.0;Villeneuve d'Ascq;13.06.1999;Women;10,000 m
16831;592;00:31:35.010000;Lyudmila Baranova;RUS;01.01.1950;1.0;Krasnodar;29.05.1983;Women;10,000 m
16832;593;00:31:35.080000;Zhong Huandi;CHN;28.06.1967;2.0;Tokyo;30.08.1991;Women;10,000 m
16833;594;00:31:35.160000;Olga Bondarenko;RUS;02.06.1960;1.0;Bryansk;19.07.1987;Women;10,000 m
16834;595;00:31:35.180000;Hiromi Ominami;JPN;15.11.1975;3.0;Tokyo;06.02.2005;Women;10,000 m
16835;596;00:31:35.250000;Blake Russell;USA;24.07.1975;2.0;Carson;24.06.2005;Women;10,000 m
16836;597;00:31:35.270000;Megumi Kinukawa;JPN;07.08.1989;2.0;Kobe;22.04.2007;Women;10,000 m
16837;598;00:31:35.300000;Mary Slaney;USA;04.08.1958;1.0;Eugene;16.07.1982;Women;10,000 m
16838;599;00:31:35.460000;Aurora Cunha;POR;31.05.1959;2.0;Oslo;27.07.1985;Women;10,000 m
16839;600;00:31:35.480000;Jip Vastenburg;NED;21.03.1994;3.0;Palo Alto;05.02.2015;Women;10,000 m
16840;601;00:31:35.500000;Lisa Uhl;USA;31.08.1987;6.0;Palo Alto;29.04.2012;Women;10,000 m
16841;602;00:31:35.520000;Francie Larrieu-Smith;USA;23.11.1952;5.0;Seoul;30.09.1988;Women;10,000 m
16842;603;00:31:35.610000;Olga Bondarenko;RUS;02.06.1960;2.0;Krasnodar;29.05.1993;Women;10,000 m
16843;604;00:31:35.740000;Elva Dryer;USA;26.09.1971;2.0;Palo Alto;19.06.2003;Women;10,000 m
16844;605;00:31:35.760000;Yuka Takashima;JPN;12.05.1988;3.0;Nagoya;24.06.2016;Women;10,000 m
16845;606;00:31:35.770000;Kate Reed;GBR;28.09.1982;9.0;Palo Alto;05.04.2008;Women;10,000 m
16846;607;00:31:35.810000;Aheza Kiros Abeye;ETH;26.03.1982;4.0;Bambous;08.12.2006;Women;10,000 m
16847;607;00:31:35.810000;Christelle Daunay;FRA;05.12.1974;3.0;Bilbao;06.03.2012;Women;10,000 m
16848;609;00:31:35.880000;Kim Conley;USA;14.03.1986;6.0;Palo Alto;05.05.2017;Women;10,000 m
16849;610;00:31:35.900000;Derartu Tulu;ETH;21.03.1972;1.0;Atlanta;27.07.1996;Women;10,000 m
16850;611;00:31:35.920000;Olivera Jevtic;SRB;24.07.1977;2.0;Ribeira Brava;06.06.2009;Women;10,000 m
16851;611;00:31:35.920000;Jessica Andrews;GBR;01.10.1992;16.0;Rio de Janeiro;08.12.2016;Women;10,000 m
16852;613;00:31:35.960000;Daria Nauer;SUI;21.05.1966;3.0;Helsinki;13.08.1994;Women;10,000 m
16853;614;00:31:35.990000;Wang Xiuting;CHN;16.02.1965;3.0;Tokyo;30.08.1991;Women;10,000 m
16854;615;00:31:36;Sally Barsosio;KEN;21.03.1978;2.0;Atlanta;27.07.1996;Women;10,000 m
16855;616;00:31:36.160000;Alexi Pappas;GRE;29.03.1990;17.0;Rio de Janeiro;08.12.2016;Women;10,000 m
16856;617;00:31:36.200000;Everline Kimwei;KEN;25.08.1987;1.0;Gifu;21.09.2007;Women;10,000 m
16857;618;00:31:36.320000;Fernanda Ribeiro;POR;23.06.1969;3.0;Atlanta;27.07.1996;Women;10,000 m
16858;619;00:31:36.330000;Leah Malot;KEN;07.06.1972;1.0;Saint-Denis;07.03.1999;Women;10,000 m
16859;620;00:31:36.370000;Vivian Cheruiyot;KEN;11.09.1983;1.0;Eldoret;30.06.2016;Women;10,000 m
16860;621;00:31:36.400000;Tegla Loroupe;KEN;09.05.1973;1.0;Strasbourg;27.06.2000;Women;10,000 m
16861;622;00:31:36.440000;Yuka Takashima;JPN;12.05.1988;18.0;Rio de Janeiro;08.12.2016;Women;10,000 m
16862;623;00:31:36.450000;Uta Pippig;GER;07.09.1965;7.0;Barcelona;08.07.1992;Women;10,000 m
16863;624;00:31:36.510000;Paula Radcliffe;GBR;17.12.1973;5.0;Budapest;19.08.1998;Women;10,000 m
16864;625;00:31:36.540000;Yukiko Akaba;JPN;18.10.1979;4.0;Kobe;27.04.2008;Women;10,000 m
16865;626;00:31:36.560000;Asmae Leghzaoui;MAR;30.08.1976;1.0;Avilés;28.07.2007;Women;10,000 m
16866;627;00:31:36.760000;Lyudmila Petrova;RUS;07.10.1968;4.0;Palo Alto;05.02.2003;Women;10,000 m
16867;627;00:31:36.760000;Sabrina Mockenhaupt;GER;06.12.1980;4.0;Bilbao;06.03.2012;Women;10,000 m
16868;629;00:31:36.780000;Irene Kwambai;KEN;25.10.1978;3.0;El Djezair;21.07.2007;Women;10,000 m
16869;630;00:31:36.870000;Gladys Chesire;KEN;20.02.1993;2.0;Brazzaville;16.09.2015;Women;10,000 m
16870;631;00:31:36.880000;Mamitu Daska;ETH;16.10.1983;7.0;Utrecht;14.06.2009;Women;10,000 m
16871;632;00:31:36.900000;Kathy Butler;GBR;22.10.1973;1.0;Watford;06.12.2004;Women;10,000 m
16872;632;00:31:36.900000;Hilda Kibet;NED;27.03.1981;4.0;Barcelona;28.07.2010;Women;10,000 m
16873;632;00:31:36.900000;Darya Maslova;KGZ;06.05.1995;19.0;Rio de Janeiro;08.12.2016;Women;10,000 m
16874;635;00:31:37.030000;Masako Chiba;JPN;18.07.1976;4.0;Atlanta;27.07.1996;Women;10,000 m
16875;635;00:31:37.030000;Ana Dulce Félix;POR;23.10.1982;8.0;Daegu;27.08.2011;Women;10,000 m
16876;637;00:31:37.070000;Doricah Obare;KEN;10.01.1990;3.0;Kobe;25.04.2010;Women;10,000 m
16877;638;00:31:37.140000;Desireé Linden;USA;26.07.1983;4.0;Eugene;23.06.2011;Women;10,000 m
16878;639;00:31:37.200000;Jennifer Rhines;USA;01.07.1974;3.0;Carson;24.06.2005;Women;10,000 m
16879;640;00:31:37.220000;Betsy Saina;KEN;30.06.1988;1.0;Palo Alto;28.04.2013;Women;10,000 m
16880;641;00:31:37.240000;Hitomi Miyai;JPN;18.03.1985;4.0;Tokyo;06.02.2005;Women;10,000 m
16881;642;00:31:37.260000;Anne Marie Lauck;USA;07.03.1969;8.0;Stuttgart;21.08.1993;Women;10,000 m
16882;643;00:31:37.320000;Yuka Takashima;JPN;12.05.1988;4.0;Palo Alto;05.02.2015;Women;10,000 m
16883;644;00:31:37.430000;Veronica Inglese;ITA;22.11.1990;6.0;Amsterdam;07.06.2016;Women;10,000 m
16884;645;00:31:37.450000;Marielle Hall;USA;28.01.1992;4.0;Palo Alto;05.01.2016;Women;10,000 m
16885;646;00:31:37.620000;Merima Denboba;ETH;21.08.1974;2.0;Saint-Denis;07.03.1999;Women;10,000 m
16886;647;00:31:37.720000;Kara Goucher;USA;09.07.1978;2.0;Eugene;27.06.2008;Women;10,000 m
16887;648;00:31:37.820000;Katie McGregor;USA;02.09.1977;3.0;Palo Alto;29.04.2007;Women;10,000 m
16888;649;00:31:37.910000;Karoline Bjerkeli Grøvdal;NOR;14.06.1990;5.0;Palo Alto;05.01.2016;Women;10,000 m
16889;650;00:31:37.990000;Juliet Chekwel;UGA;25.05.1990;1.0;Rubiera;24.04.2016;Women;10,000 m
16890;651;00:31:38.020000;Lyudmila Matveyeva;RUS;01.02.1957;1.0;Kiev;08.02.1988;Women;10,000 m
16891;651;00:31:38.020000;Masako Chiba;JPN;18.07.1976;5.0;Villeneuve d'Ascq;13.06.1999;Women;10,000 m
16892;651;00:31:38.020000;Jessica Andrews;GBR;01.10.1992;7.0;Amsterdam;07.06.2016;Women;10,000 m
16893;654;00:31:38.030000;Emily Sisson;USA;12.10.1991;5.0;Palo Alto;05.02.2015;Women;10,000 m
16894;655;00:31:38.040000;Judi St. Hilaire;USA;05.09.1959;8.0;Barcelona;08.07.1992;Women;10,000 m
16895;656;00:31:38.070000;Wang Junxia;CHN;09.01.1973;1.0;Nanjing;26.10.1995;Women;10,000 m
16896;657;00:31:38.080000;Ayelech Worku;ETH;12.06.1979;2.0;Villeneuve d'Ascq;17.06.2001;Women;10,000 m
16897;658;00:31:38.160000;Everline Kimwei;KEN;25.08.1987;3.0;Kobe;22.04.2007;Women;10,000 m
16898;659;00:31:38.170000;Wang Junxia;CHN;09.01.1973;1.0;Beijing;06.05.1994;Women;10,000 m
16899;660;00:31:38.180000;Restituta Joseph;TAN;30.07.1971;3.0;Villeneuve d'Ascq;17.06.2001;Women;10,000 m
16900;661;00:31:38.330000;Gelete Burka;ETH;15.02.1986;3.0;Brazzaville;16.09.2015;Women;10,000 m
16901;662;00:31:38.350000;Zhang Yingning;CHN;04.01.1990;1.0;Beijing;22.05.2008;Women;10,000 m
16902;663;00:31:38.420000;Chiemi Takahashi;JPN;16.02.1976;5.0;Tokyo;10.05.1997;Women;10,000 m
16903;664;00:31:38.480000;Irina Mikitenko;GER;23.08.1972;2.0;Athínai;04.12.2003;Women;10,000 m
16904;665;00:31:38.540000;Sally Chepyego;KEN;03.10.1985;1.0;Yamaguchi;10.10.2014;Women;10,000 m
16905;666;00:31:38.590000;Tomoko Hatori;JPN;28.05.1981;4.0;Tottori;06.04.2004;Women;10,000 m
16906;667;00:31:38.610000;Buze Diriba;ETH;09.02.1994;6.0;Palo Alto;05.01.2016;Women;10,000 m
16907;668;00:31:38.630000;Olga Bondarenko;RUS;02.06.1960;2.0;Kiev;08.02.1988;Women;10,000 m
16908;669;00:31:38.640000;Olga Bondarenko;RUS;02.06.1960;2.0;Odessa;09.07.1993;Women;10,000 m
16909;670;00:31:38.680000;Irina Mikitenko;GER;23.08.1972;2.0;Barakaldo;04.10.1999;Women;10,000 m
16910;671;00:31:38.700000;Sally Chepyego;KEN;03.10.1985;1.0;Kobe;24.04.2011;Women;10,000 m
16911;672;00:31:38.710000;Emily Infeld;USA;21.03.1990;6.0;Palo Alto;05.02.2015;Women;10,000 m
16912;673;00:31:38.750000;Kathrin Weßel;GER;14.08.1967;4.0;Helsinki;13.08.1994;Women;10,000 m
16913;674;00:31:38.760000;Tegla Loroupe;KEN;09.05.1973;1.0;Osnabrück;24.05.1997;Women;10,000 m
16914;675;00:31:38.800000;Miyuki Uehara;JPN;22.11.1995;7.0;Palo Alto;05.01.2016;Women;10,000 m
16915;676;00:31:38.810000;Mary Wangari;KEN;04.10.1986;1.0;Shizuoka;05.03.2005;Women;10,000 m
16916;677;00:31:38.840000;Jane Wanjiku;KEN;14.06.1979;2.0;Shizuoka;05.03.2005;Women;10,000 m
16917;678;00:31:38.910000;Hellen Kimaiyo;KEN;08.09.1968;9.0;Barcelona;08.07.1992;Women;10,000 m
16918;679;00:31:38.920000;Irene Kwambai;KEN;25.10.1978;11.0;Ostrava;06.12.2008;Women;10,000 m
16919;680;00:31:38.940000;Silvia Sommaggio;ITA;20.11.1969;2.0;Hechtel;19.07.1997;Women;10,000 m
16920;681;00:31:38.950000;Jane Wanjiku;KEN;14.06.1979;1.0;Kobe;16.10.2004;Women;10,000 m
16921;682;00:31:38.960000;Kathrin Weßel;GER;14.08.1967;4.0;Tokyo;30.08.1991;Women;10,000 m
16922;683;00:31:39.110000;Philes Ongori;KEN;19.07.1986;4.0;Kobe;22.04.2007;Women;10,000 m
16923;683;00:31:39.110000;Sara Moreira;POR;17.10.1985;1.0;Oslo;06.04.2011;Women;10,000 m
16924;685;00:31:39.150000;Fernanda Ribeiro;POR;23.06.1969;2.0;Athínai;08.05.1997;Women;10,000 m
16925;686;00:31:39.200000;Dulce María Rodríguez;MEX;14.08.1972;10.0;Palo Alto;05.04.2008;Women;10,000 m
16926;686;00:31:39.200000;Molly Huddle;USA;31.08.1984;1.0;Eugene;25.06.2015;Women;10,000 m
16927;688;00:31:39.320000;Akane Wakita;JPN;15.12.1987;5.0;Kobe;22.04.2007;Women;10,000 m
16928;689;00:31:39.340000;Sylvia Kibet;KEN;28.03.1984;6.0;Helsinki;26.07.2006;Women;10,000 m
16929;690;00:31:39.350000;Aurora Cunha;POR;31.05.1959;4.0;Stuttgart;30.08.1986;Women;10,000 m
16930;690;00:31:39.350000;Yuko Kawakami;JPN;01.08.1975;1.0;Naruto;06.12.1998;Women;10,000 m
16931;692;00:31:39.380000;Julia Mumbi;KEN;25.01.1985;2.0;Kumagaya;17.05.2008;Women;10,000 m
16932;693;00:31:39.470000;Jennifer Rhines;USA;01.07.1974;6.0;Palo Alto;05.01.2005;Women;10,000 m
16933;694;00:31:39.520000;Ana Dias;POR;15.01.1974;3.0;Barakaldo;04.10.1999;Women;10,000 m
16934;695;00:31:39.570000;Lucy Kabuu;KEN;24.03.1984;1.0;Kobe;23.04.2006;Women;10,000 m
16935;696;00:31:39.670000;Jordan Hasay;USA;12.09.1991;4.0;Palo Alto;05.04.2014;Women;10,000 m
16936;697;00:31:39.690000;Merima Hashim;ETH;01.01.1981;3.0;Saint-Denis;07.03.1999;Women;10,000 m
16937;698;00:31:39.730000;Gotytom Gebreslase;ETH;15.01.1995;3.0;Herzogenaurach;13.05.2016;Women;10,000 m
16938;699;00:31:39.800000;Harumi Hiroyama;JPN;02.09.1968;1.0;Kobe;14.10.2001;Women;10,000 m
16939;700;00:31:39.810000;Workitu Ayanu;ETH;19.04.1987;4.0;Brazzaville;16.09.2015;Women;10,000 m
16940;701;00:31:39.840000;Sally Chepyego;KEN;03.10.1985;6.0;Kobe;22.04.2007;Women;10,000 m
16941;701;00:31:39.840000;Song Xiaoxue;CHN;13.02.1987;5.0;Wuhan;11.02.2007;Women;10,000 m
16942;703;00:31:39.870000;Peninah Arusei;KEN;23.02.1979;16.0;Beijing;15.08.2008;Women;10,000 m
16943;704;00:31:39.890000;Julia Mumbi;KEN;25.01.1985;1.0;Yokohama;23.12.2004;Women;10,000 m
16944;705;00:31:39.930000;Lynn Jennings;USA;01.07.1960;6.0;Seoul;30.09.1988;Women;10,000 m
16945;706;00:31:39.970000;Uta Pippig;GER;07.09.1965;9.0;Stuttgart;21.08.1993;Women;10,000 m
16946;707;00:31:39.980000;Kayoko Fukushi;JPN;25.03.1982;1.0;Marugame;24.09.2005;Women;10,000 m
16947;708;00:31:40;Inga Abitova;RUS;06.03.1982;4.0;Cheboksary;23.07.2009;Women;10,000 m
16948;709;00:31:40.140000;Elizabeth McColgan;GBR;24.05.1964;6.0;Göteborg;08.09.1995;Women;10,000 m
16949;709;00:31:40.140000;Irina Timofeyeva;RUS;05.04.1970;4.0;Tula;26.07.2000;Women;10,000 m
16950;711;00:31:40.160000;Iulia Olteanu;ROU;26.01.1967;5.0;Atlanta;27.07.1996;Women;10,000 m
16951;712;00:31:40.230000;Wang Xiuting;CHN;16.02.1965;7.0;Seoul;30.09.1988;Women;10,000 m
16952;713;00:31:40.280000;Sabrina Mockenhaupt;GER;06.12.1980;8.0;Göteborg;08.07.2006;Women;10,000 m
16953;714;00:31:40.310000;Aniko Kalovics;HUN;13.05.1977;1.0;Watford;07.05.2003;Women;10,000 m
16954;715;00:31:40.340000;Kazue Ogoshi;JPN;02.03.1981;5.0;Tokyo;06.02.2005;Women;10,000 m
16955;716;00:31:40.380000;Izumi Maki;JPN;10.12.1968;1.0;Kobe;05.03.1992;Women;10,000 m
16956;716;00:31:40.380000;Bai Xue;CHN;13.12.1988;2.0;Beijing;22.05.2008;Women;10,000 m
16957;718;00:31:40.420000;Annemari Sandell;FIN;02.01.1977;6.0;Atlanta;27.07.1996;Women;10,000 m
16958;719;00:31:40.430000;Berhane Adere;ETH;21.07.1973;4.0;Saint-Denis;07.03.1999;Women;10,000 m
16959;720;00:31:40.510000;Fernanda Ribeiro;POR;23.06.1969;10.0;Stuttgart;21.08.1993;Women;10,000 m
16960;721;00:31:40.520000;Berhane Adere;ETH;21.07.1973;12.0;Sydney;30.09.2000;Women;10,000 m
